Time(s),ECG(mV)
41.572,0.18
41.576,0.205
41.58,0.205
41.584,0.22
41.588,0.225
41.592,0.225
41.596,0.22
41.6,0.24
41.604,0.245
41.608,0.23
41.612,0.24
41.616,0.235
41.62,0.225
41.624,0.23
41.628,0.22
41.632,0.22
41.636,0.21
41.64,0.21
41.644,0.185
41.648,0.18
41.652,0.175
41.656,0.155
41.66,0.16
41.664,0.14
41.668,0.1
41.672,0.08
41.676,0.07
41.68,0.07
41.684,0.05
41.688,0.035
41.692,0.03
41.696,0.02
41.7,0.015
41.704,-0.0
41.708,-0.005
41.712,-0.0
41.716,-0.005
41.72,-0.02
41.724,-0.0
41.728,-0.02
41.732,-0.01
41.736,-0.025
41.74,-0.01
41.744,-0.015
41.748,-0.005
41.752,-0.005
41.756,-0.005
41.76,-0.005
41.764,-0.0
41.768,-0.01
41.772,0.005
41.776,0.005
41.78,-0.0
41.784,0.005
41.788,0.02
41.792,0.02
41.796,0.02
41.8,0.02
41.804,0.02
41.808,0.025
41.812,0.02
41.816,0.035
41.82,0.03
41.824,0.04
41.828,0.05
41.832,0.04
41.836,0.04
41.84,0.045
41.844,0.035
41.848,0.055
41.852,0.04
41.856,0.045
41.86,0.06
41.864,0.045
41.868,0.05
41.872,0.04
41.876,0.06
41.88,0.055
41.884,0.05
41.888,0.06
41.892,0.065
41.896,0.055
41.9,0.05
41.904,0.055
41.908,0.055
41.912,0.045
41.916,0.055
41.92,0.06
41.924,0.05
41.928,0.06
41.932,0.045
41.936,0.06
41.94,0.055
41.944,0.06
41.948,0.065
41.952,0.055
41.956,0.065
41.96,0.06
41.964,0.06
41.968,0.055
41.972,0.06
41.976,0.055
41.98,0.07
41.984,0.06
41.988,0.07
41.992,0.07
41.996,0.07
42.0,0.065
42.004,0.055
42.008,0.06
42.012,0.06
42.016,0.07
42.02,0.06
42.024,0.05
42.028,0.075
42.032,0.07
42.036,0.055
42.04,0.07
42.044,0.08
42.048,0.07
42.052,0.06
42.056,0.075
42.06,0.08
42.064,0.085
42.068,0.08
42.072,0.09
42.076,0.07
42.08,0.07
42.084,0.085
42.088,0.08
42.092,0.085
42.096,0.08
42.1,0.1
42.104,0.1
42.108,0.095
42.112,0.11
42.116,0.12
42.12,0.11
42.124,0.1
42.128,0.11
42.132,0.13
42.136,0.135
42.14,0.145
42.144,0.14
42.148,0.145
42.152,0.15
42.156,0.15
42.16,0.145
42.164,0.13
42.168,0.15
42.172,0.115
42.176,0.12
42.18,0.105
42.184,0.095
42.188,0.11
42.192,0.08
42.196,0.08
42.2,0.06
42.204,0.08
42.208,0.07
42.212,0.09
42.216,0.075
42.22,0.08
42.224,0.07
42.228,0.085
42.232,0.07
42.236,0.08
42.24,0.08
42.244,0.085
42.248,0.085
42.252,0.08
42.256,0.07
42.26,0.085
42.264,0.08
42.268,0.08
42.272,0.13
42.276,0.16
42.28,0.23
42.284,0.36
42.288,0.56
42.292,0.775
42.296,0.9
42.3,0.925
42.304,0.67
42.308,0.295
42.312,-0.1
42.316,-0.3
42.32,-0.395
42.324,-0.325
42.328,-0.215
42.332,-0.13
42.336,-0.08
42.34,-0.015
42.344,0.02
42.348,0.06
42.352,0.075
42.356,0.06
42.36,0.075
42.364,0.07
42.368,0.06
42.372,0.08
42.376,0.085
42.38,0.075
42.384,0.09
42.388,0.08
42.392,0.085
42.396,0.085
42.4,0.1
42.404,0.1
42.408,0.11
42.412,0.11
42.416,0.115
42.42,0.12
42.424,0.115
42.428,0.12
42.432,0.125
42.436,0.13
42.44,0.13
42.444,0.125
42.448,0.14
42.452,0.145
42.456,0.15
42.46,0.16
42.464,0.14
42.468,0.165
42.472,0.16
42.476,0.17
42.48,0.17
42.484,0.175
42.488,0.185
42.492,0.185
42.496,0.19
42.5,0.2
42.504,0.215
42.508,0.215
42.512,0.2
42.516,0.23
42.52,0.225
42.524,0.23
42.528,0.235
42.532,0.24
42.536,0.23
42.54,0.25
42.544,0.255
42.548,0.245
42.552,0.24
42.556,0.24
42.56,0.225
42.564,0.225
42.568,0.22
42.572,0.22
42.576,0.205
42.58,0.205
42.584,0.19
42.588,0.155
42.592,0.16
42.596,0.125
42.6,0.125
42.604,0.09
42.608,0.08
42.612,0.07
42.616,0.045
42.62,0.035
42.624,0.025
42.628,0.02
42.632,-0.0
42.636,-0.0
42.64,-0.0
42.644,-0.0
42.648,-0.01
42.652,-0.0
42.656,-0.01
42.66,-0.01
42.664,-0.005
42.668,-0.01
42.672,-0.0
42.676,-0.0
42.68,-0.005
42.684,0.005
42.688,0.015
42.692,0.005
42.696,-0.0
42.7,0.015
42.704,0.02
42.708,0.01
42.712,0.01
42.716,0.02
42.72,0.03
42.724,0.03
42.728,0.03
42.732,0.035
42.736,0.04
42.74,0.04
42.744,0.04
42.748,0.045
42.752,0.045
42.756,0.04
42.76,0.045
42.764,0.055
42.768,0.055
42.772,0.05
42.776,0.055
42.78,0.05
42.784,0.04
42.788,0.06
42.792,0.05
42.796,0.06
42.8,0.06
42.804,0.04
42.808,0.055
42.812,0.055
42.816,0.045
42.82,0.07
42.824,0.055
42.828,0.06
42.832,0.045
42.836,0.05
42.84,0.055
42.844,0.07
42.848,0.06
42.852,0.045
42.856,0.06
42.86,0.05
42.864,0.06
42.868,0.055
42.872,0.06
42.876,0.05
42.88,0.07
42.884,0.06
42.888,0.065
42.892,0.06
42.896,0.075
42.9,0.06
42.904,0.06
42.908,0.07
42.912,0.06
42.916,0.06
42.92,0.06
42.924,0.08
42.928,0.06
42.932,0.06
42.936,0.065
42.94,0.07
42.944,0.055
42.948,0.07
42.952,0.075
42.956,0.065
42.96,0.08
42.964,0.075
42.968,0.075
42.972,0.075
42.976,0.075
42.98,0.075
42.984,0.085
42.988,0.085
42.992,0.085
42.996,0.085
43.0,0.08
43.004,0.08
43.008,0.105
43.012,0.075
43.016,0.09
43.02,0.095
43.024,0.105
43.028,0.105
43.032,0.1
43.036,0.115
43.04,0.12
43.044,0.11
43.048,0.13
43.052,0.12
43.056,0.135
43.06,0.13
43.064,0.145
43.068,0.165
43.072,0.16
43.076,0.14
43.08,0.155
43.084,0.135
43.088,0.13
43.092,0.145
43.096,0.12
43.1,0.115
43.104,0.105
43.108,0.11
43.112,0.105
43.116,0.1
43.12,0.105
43.124,0.09
43.128,0.065
43.132,0.06
43.136,0.065
43.14,0.06
43.144,0.07
43.148,0.08
43.152,0.06
43.156,0.08
43.16,0.08
43.164,0.08
43.168,0.075
43.172,0.065
43.176,0.07
43.18,0.08
43.184,0.08
43.188,0.075
43.192,0.075
43.196,0.12
43.2,0.155
43.204,0.22
43.208,0.345
43.212,0.51
43.216,0.74
43.22,0.895
43.224,0.955
43.228,0.725
43.232,0.38
43.236,-0.01
43.24,-0.28
43.244,-0.385
43.248,-0.35
43.252,-0.235
43.256,-0.13
43.26,-0.08
43.264,-0.02
43.268,0.005
43.272,0.045
43.276,0.07
43.28,0.065
43.284,0.065
43.288,0.07
43.292,0.06
43.296,0.075
43.3,0.08
43.304,0.09
43.308,0.095
43.312,0.1
43.316,0.085
43.32,0.095
43.324,0.1
43.328,0.1
43.332,0.105
43.336,0.115
43.34,0.115
43.344,0.125
43.348,0.105
43.352,0.12
43.356,0.12
43.36,0.12
43.364,0.125
43.368,0.12
43.372,0.14
43.376,0.145
43.38,0.15
43.384,0.15
43.388,0.16
43.392,0.16
43.396,0.155
43.4,0.16
43.404,0.165
43.408,0.185
43.412,0.185
43.416,0.2
43.42,0.195
43.424,0.2
43.428,0.21
43.432,0.205
43.436,0.2
43.44,0.21
43.444,0.22
43.448,0.23
43.452,0.225
43.456,0.225
43.46,0.24
43.464,0.235
43.468,0.235
43.472,0.24
43.476,0.23
43.48,0.23
43.484,0.24
43.488,0.22
43.492,0.215
43.496,0.22
43.5,0.205
43.504,0.19
43.508,0.175
43.512,0.16
43.516,0.14
43.52,0.135
43.524,0.12
43.528,0.105
43.532,0.085
43.536,0.06
43.54,0.075
43.544,0.045
43.548,0.02
43.552,0.02
43.556,0.015
43.56,-0.0
43.564,-0.0
43.568,-0.0
43.572,-0.01
43.576,-0.0
43.58,-0.005
43.584,-0.015
43.588,-0.02
43.592,-0.01
43.596,-0.005
43.6,-0.0
43.604,-0.0
43.608,-0.0
43.612,-0.0
43.616,0.005
43.62,-0.0
43.624,0.02
43.628,0.015
43.632,0.02
43.636,0.03
43.64,0.02
43.644,0.02
43.648,0.025
43.652,0.02
43.656,0.04
43.66,0.02
43.664,0.04
43.668,0.03
43.672,0.04
43.676,0.04
43.68,0.04
43.684,0.05
43.688,0.04
43.692,0.04
43.696,0.05
43.7,0.04
43.704,0.05
43.708,0.045
43.712,0.05
43.716,0.05
43.72,0.04
43.724,0.06
43.728,0.055
43.732,0.05
43.736,0.05
43.74,0.055
43.744,0.055
43.748,0.055
43.752,0.035
43.756,0.055
43.76,0.05
43.764,0.05
43.768,0.05
43.772,0.05
43.776,0.045
43.78,0.06
43.784,0.04
43.788,0.06
43.792,0.05
43.796,0.055
43.8,0.065
43.804,0.06
43.808,0.06
43.812,0.07
43.816,0.055
43.82,0.055
43.824,0.06
43.828,0.06
43.832,0.075
43.836,0.055
43.84,0.06
43.844,0.06
43.848,0.06
43.852,0.06
43.856,0.055
43.86,0.065
43.864,0.065
43.868,0.06
43.872,0.075
43.876,0.075
43.88,0.07
43.884,0.06
43.888,0.075
43.892,0.065
43.896,0.07
43.9,0.08
43.904,0.08
43.908,0.08
43.912,0.075
43.916,0.085
43.92,0.08
43.924,0.08
43.928,0.08
43.932,0.08
43.936,0.08
43.94,0.08
43.944,0.085
43.948,0.095
43.952,0.095
43.956,0.11
43.96,0.12
43.964,0.115
43.968,0.115
43.972,0.125
43.976,0.135
43.98,0.135
43.984,0.145
43.988,0.16
43.992,0.145
43.996,0.15
44.0,0.14
44.004,0.14
44.008,0.135
44.012,0.135
44.016,0.13
44.02,0.12
44.024,0.115
44.028,0.105
44.032,0.105
44.036,0.095
44.04,0.095
44.044,0.085
44.048,0.06
44.052,0.06
44.056,0.065
44.06,0.06
44.064,0.075
44.068,0.08
44.072,0.075
44.076,0.065
44.08,0.07
44.084,0.075
44.088,0.065
44.092,0.06
44.096,0.06
44.1,0.08
44.104,0.075
44.108,0.075
44.112,0.07
44.116,0.115
44.12,0.14
44.124,0.21
44.128,0.32
44.132,0.5
44.136,0.72
44.14,0.885
44.144,0.95
44.148,0.715
44.152,0.39
44.156,0.01
44.16,-0.28
44.164,-0.385
44.168,-0.36
44.172,-0.255
44.176,-0.155
44.18,-0.085
44.184,-0.04
44.188,0.005
44.192,0.045
44.196,0.065
44.2,0.065
44.204,0.085
44.208,0.06
44.212,0.07
44.216,0.08
44.22,0.08
44.224,0.08
44.228,0.09
44.232,0.095
44.236,0.1
44.24,0.1
44.244,0.1
44.248,0.11
44.252,0.105
44.256,0.12
44.26,0.13
44.264,0.125
44.268,0.125
44.272,0.12
44.276,0.13
44.28,0.125
44.284,0.14
44.288,0.14
44.292,0.14
44.296,0.14
44.3,0.15
44.304,0.145
44.308,0.155
44.312,0.15
44.316,0.17
44.32,0.165
44.324,0.17
44.328,0.17
44.332,0.19
44.336,0.18
44.34,0.2
44.344,0.2
44.348,0.195
44.352,0.195
44.356,0.205
44.36,0.215
44.364,0.225
44.368,0.22
44.372,0.23
44.376,0.24
44.38,0.235
44.384,0.245
44.388,0.25
44.392,0.23
44.396,0.24
44.4,0.235
44.404,0.225
44.408,0.22
44.412,0.215
44.416,0.22
44.42,0.205
44.424,0.2
44.428,0.18
44.432,0.165
44.436,0.14
44.44,0.13
44.444,0.12
44.448,0.115
44.452,0.075
44.456,0.055
44.46,0.06
44.464,0.04
44.468,0.025
44.472,0.005
44.476,0.025
44.48,0.01
44.484,-0.0
44.488,-0.0
44.492,-0.005
44.496,-0.005
44.5,-0.005
44.504,-0.0
44.508,-0.0
44.512,-0.0
44.516,-0.0
44.52,0.005
44.524,0.005
44.528,0.01
44.532,-0.0
44.536,-0.0
44.54,0.015
44.544,0.01
44.548,0.005
44.552,0.005
44.556,0.02
44.56,0.02
44.564,0.025
44.568,0.02
44.572,0.015
44.576,0.03
44.58,0.03
44.584,0.04
44.588,0.03
44.592,0.04
44.596,0.045
44.6,0.04
44.604,0.04
44.608,0.04
44.612,0.045
44.616,0.06
44.62,0.065
44.624,0.04
44.628,0.06
44.632,0.05
44.636,0.045
44.64,0.055
44.644,0.06
44.648,0.045
44.652,0.04
44.656,0.055
44.66,0.05
44.664,0.06
44.668,0.05
44.672,0.055
44.676,0.04
44.68,0.055
44.684,0.065
44.688,0.06
44.692,0.06
44.696,0.045
44.7,0.06
44.704,0.045
44.708,0.05
44.712,0.05
44.716,0.06
44.72,0.04
44.724,0.06
44.728,0.06
44.732,0.06
44.736,0.06
44.74,0.06
44.744,0.05
44.748,0.07
44.752,0.06
44.756,0.055
44.76,0.06
44.764,0.055
44.768,0.07
44.772,0.06
44.776,0.06
44.78,0.065
44.784,0.06
44.788,0.065
44.792,0.06
44.796,0.075
44.8,0.065
44.804,0.07
44.808,0.075
44.812,0.08
44.816,0.06
44.82,0.06
44.824,0.075
44.828,0.065
44.832,0.085
44.836,0.07
44.84,0.08
44.844,0.075
44.848,0.085
44.852,0.08
44.856,0.08
44.86,0.08
44.864,0.1
44.868,0.095
44.872,0.1
44.876,0.12
44.88,0.11
44.884,0.115
44.888,0.125
44.892,0.12
44.896,0.12
44.9,0.145
44.904,0.145
44.908,0.15
44.912,0.14
44.916,0.145
44.92,0.14
44.924,0.14
44.928,0.135
44.932,0.14
44.936,0.12
44.94,0.11
44.944,0.115
44.948,0.105
44.952,0.09
44.956,0.08
44.96,0.07
44.964,0.07
44.968,0.065
44.972,0.06
44.976,0.075
44.98,0.07
44.984,0.08
44.988,0.08
44.992,0.065
44.996,0.08
45.0,0.075
45.004,0.06
45.008,0.08
45.012,0.08
45.016,0.075
45.02,0.08
45.024,0.065
45.028,0.08
45.032,0.075
45.036,0.125
45.04,0.155
45.044,0.215
45.048,0.32
45.052,0.485
45.056,0.68
45.06,0.85
45.064,0.925
45.068,0.705
45.072,0.425
45.076,0.045
45.08,-0.25
45.084,-0.36
45.088,-0.365
45.092,-0.245
45.096,-0.145
45.1,-0.08
45.104,-0.04
45.108,-0.0
45.112,0.03
45.116,0.06
45.12,0.075
45.124,0.08
45.128,0.075
45.132,0.08
45.136,0.085
45.14,0.08
45.144,0.09
45.148,0.105
45.152,0.095
45.156,0.1
45.16,0.105
45.164,0.1
45.168,0.115
45.172,0.12
45.176,0.11
45.18,0.125
45.184,0.12
45.188,0.11
45.192,0.12
45.196,0.135
45.2,0.13
45.204,0.135
45.208,0.135
45.212,0.155
45.216,0.145
45.22,0.155
45.224,0.145
45.228,0.155
45.232,0.155
45.236,0.17
45.24,0.155
45.244,0.165
45.248,0.165
45.252,0.175
45.256,0.18
45.26,0.185
45.264,0.185
45.268,0.205
45.272,0.22
45.276,0.22
45.28,0.22
45.284,0.235
45.288,0.23
45.292,0.24
45.296,0.23
45.3,0.24
45.304,0.235
45.308,0.24
45.312,0.24
45.316,0.23
45.32,0.235
45.324,0.23
45.328,0.215
45.332,0.2
45.336,0.2
45.34,0.2
45.344,0.19
45.348,0.18
45.352,0.165
45.356,0.155
45.36,0.135
45.364,0.12
45.368,0.115
45.372,0.075
45.376,0.07
45.38,0.045
45.384,0.045
45.388,0.04
45.392,0.02
45.396,0.015
45.4,-0.0
45.404,0.005
45.408,0.005
45.412,-0.0
45.416,-0.0
45.42,-0.0
45.424,-0.0
45.428,0.01
45.432,-0.0
45.436,-0.0
45.44,-0.0
45.444,-0.0
45.448,0.015
45.452,-0.0
45.456,-0.0
45.46,0.015
45.464,0.02
45.468,0.005
45.472,0.015
45.476,0.03
45.48,0.025
45.484,0.025
45.488,0.025
45.492,0.02
45.496,0.03
45.5,0.03
45.504,0.025
45.508,0.035
45.512,0.04
45.516,0.035
45.52,0.055
45.524,0.045
45.528,0.04
45.532,0.05
45.536,0.04
45.54,0.04
45.544,0.055
45.548,0.06
45.552,0.06
45.556,0.045
45.56,0.05
45.564,0.06
45.568,0.065
45.572,0.05
45.576,0.05
45.58,0.055
45.584,0.055
45.588,0.04
45.592,0.055
45.596,0.055
45.6,0.045
45.604,0.05
45.608,0.045
45.612,0.05
45.616,0.04
45.62,0.06
45.624,0.05
45.628,0.06
45.632,0.045
45.636,0.05
45.64,0.04
45.644,0.06
45.648,0.065
45.652,0.055
45.656,0.06
45.66,0.05
45.664,0.06
45.668,0.06
45.672,0.055
45.676,0.055
45.68,0.06
45.684,0.055
45.688,0.04
45.692,0.055
45.696,0.065
45.7,0.06
45.704,0.075
45.708,0.075
45.712,0.08
45.716,0.07
45.72,0.07
45.724,0.06
45.728,0.085
45.732,0.065
45.736,0.08
45.74,0.08
45.744,0.095
45.748,0.065
45.752,0.075
45.756,0.095
45.76,0.09
45.764,0.095
45.768,0.1
45.772,0.105
45.776,0.095
45.78,0.1
45.784,0.12
45.788,0.105
45.792,0.145
45.796,0.12
45.8,0.14
45.804,0.12
45.808,0.14
45.812,0.13
45.816,0.13
45.82,0.105
45.824,0.115
45.828,0.11
45.832,0.12
45.836,0.1
45.84,0.11
45.844,0.09
45.848,0.095
45.852,0.08
45.856,0.06
45.86,0.065
45.864,0.065
45.868,0.065
45.872,0.08
45.876,0.075
45.88,0.065
45.884,0.07
45.888,0.065
45.892,0.06
45.896,0.06
45.9,0.075
45.904,0.07
45.908,0.08
45.912,0.065
45.916,0.095
45.92,0.06
45.924,0.1
45.928,0.14
45.932,0.195
45.936,0.26
45.94,0.415
45.944,0.6
45.948,0.775
45.952,0.86
45.956,0.8
45.96,0.55
45.964,0.165
45.968,-0.18
45.972,-0.32
45.976,-0.355
45.98,-0.265
45.984,-0.16
45.988,-0.08
45.992,-0.055
45.996,-0.0
46.0,0.045
46.004,0.06
46.008,0.065
46.012,0.075
46.016,0.07
46.02,0.065
46.024,0.08
46.028,0.08
46.032,0.085
46.036,0.08
46.04,0.08
46.044,0.095
46.048,0.095
46.052,0.105
46.056,0.095
46.06,0.095
46.064,0.105
46.068,0.11
46.072,0.11
46.076,0.105
46.08,0.12
46.084,0.13
46.088,0.13
46.092,0.13
46.096,0.12
46.1,0.12
46.104,0.13
46.108,0.14
46.112,0.145
46.116,0.15
46.12,0.145
46.124,0.165
46.128,0.175
46.132,0.17
46.136,0.15
46.14,0.165
46.144,0.165
46.148,0.175
46.152,0.19
46.156,0.195
46.16,0.2
46.164,0.2
46.168,0.225
46.172,0.215
46.176,0.215
46.18,0.215
46.184,0.22
46.188,0.22
46.192,0.22
46.196,0.23
46.2,0.225
46.204,0.22
46.208,0.245
46.212,0.23
46.216,0.205
46.22,0.215
46.224,0.22
46.228,0.21
46.232,0.18
46.236,0.165
46.24,0.165
46.244,0.145
46.248,0.135
46.252,0.11
46.256,0.1
46.26,0.09
46.264,0.06
46.268,0.06
46.272,0.055
46.276,0.02
46.28,0.02
46.284,0.015
46.288,0.02
46.292,-0.0
46.296,-0.0
46.3,0.015
46.304,-0.0
46.308,-0.005
46.312,-0.0
46.316,-0.0
46.32,-0.0
46.324,-0.0
46.328,-0.0
46.332,0.01
46.336,0.01
46.34,0.01
46.344,0.01
46.348,0.02
46.352,0.005
46.356,0.01
46.36,0.01
46.364,0.015
46.368,0.02
46.372,0.015
46.376,0.025
46.38,0.035
46.384,0.04
46.388,0.025
46.392,0.035
46.396,0.02
46.4,0.02
46.404,0.03
46.408,0.04
46.412,0.035
46.416,0.055
46.42,0.06
46.424,0.055
46.428,0.045
46.432,0.04
46.436,0.045
46.44,0.055
46.444,0.045
46.448,0.055
46.452,0.06
46.456,0.04
46.46,0.05
46.464,0.055
46.468,0.055
46.472,0.04
46.476,0.04
46.48,0.05
46.484,0.045
46.488,0.06
46.492,0.055
46.496,0.035
46.5,0.055
46.504,0.05
46.508,0.055
46.512,0.045
46.516,0.04
46.52,0.045
46.524,0.04
46.528,0.04
46.532,0.045
46.536,0.06
46.54,0.04
46.544,0.04
46.548,0.055
46.552,0.035
46.556,0.06
46.56,0.06
46.564,0.045
46.568,0.055
46.572,0.055
46.576,0.05
46.58,0.055
46.584,0.065
46.588,0.06
46.592,0.065
46.596,0.07
46.6,0.06
46.604,0.065
46.608,0.05
46.612,0.06
46.616,0.06
46.62,0.075
46.624,0.055
46.628,0.06
46.632,0.08
46.636,0.06
46.64,0.08
46.644,0.08
46.648,0.085
46.652,0.085
46.656,0.09
46.66,0.08
46.664,0.095
46.668,0.13
46.672,0.12
46.676,0.13
46.68,0.135
46.684,0.13
46.688,0.13
46.692,0.12
46.696,0.115
46.7,0.125
46.704,0.1
46.708,0.105
46.712,0.11
46.716,0.09
46.72,0.095
46.724,0.095
46.728,0.075
46.732,0.065
46.736,0.06
46.74,0.06
46.744,0.07
46.748,0.06
46.752,0.06
46.756,0.065
46.76,0.07
46.764,0.07
46.768,0.06
46.772,0.075
46.776,0.065
46.78,0.08
46.784,0.065
46.788,0.08
46.792,0.07
46.796,0.075
46.8,0.08
46.804,0.105
46.808,0.14
46.812,0.205
46.816,0.335
46.82,0.5
46.824,0.705
46.828,0.885
46.832,0.945
46.836,0.735
46.84,0.4
46.844,0.02
46.848,-0.295
46.852,-0.405
46.856,-0.35
46.86,-0.245
46.864,-0.14
46.868,-0.085
46.872,-0.03
46.876,0.01
46.88,0.04
46.884,0.06
46.888,0.06
46.892,0.06
46.896,0.045
46.9,0.06
46.904,0.06
46.908,0.075
46.912,0.07
46.916,0.08
46.92,0.08
46.924,0.085
46.928,0.085
46.932,0.095
46.936,0.09
46.94,0.1
46.944,0.11
46.948,0.095
46.952,0.105
46.956,0.11
46.96,0.115
46.964,0.125
46.968,0.12
46.972,0.12
46.976,0.12
46.98,0.135
46.984,0.14
46.988,0.13
46.992,0.145
46.996,0.145
47.0,0.16
47.004,0.15
47.008,0.16
47.012,0.16
47.016,0.18
47.02,0.18
47.024,0.185
47.028,0.18
47.032,0.185
47.036,0.2
47.04,0.2
47.044,0.21
47.048,0.205
47.052,0.225
47.056,0.225
47.06,0.24
47.064,0.245
47.068,0.255
47.072,0.255
47.076,0.24
47.08,0.24
47.084,0.255
47.088,0.24
47.092,0.225
47.096,0.24
47.1,0.22
47.104,0.205
47.108,0.22
47.112,0.195
47.116,0.19
47.12,0.175
47.124,0.16
47.128,0.14
47.132,0.12
47.136,0.095
47.14,0.09
47.144,0.065
47.148,0.035
47.152,0.03
47.156,0.03
47.16,0.01
47.164,0.015
47.168,-0.0
47.172,-0.0
47.176,-0.0
47.18,-0.0
47.184,-0.0
47.188,-0.0
47.192,-0.0
47.196,-0.01
47.2,-0.0
47.204,-0.0
47.208,-0.0
47.212,-0.0
47.216,-0.0
47.22,0.005
47.224,-0.0
47.228,-0.0
47.232,-0.0
47.236,0.005
47.24,0.01
47.244,-0.0
47.248,0.02
47.252,0.02
47.256,0.02
47.26,0.025
47.264,0.04
47.268,0.025
47.272,0.035
47.276,0.035
47.28,0.025
47.284,0.04
47.288,0.03
47.292,0.045
47.296,0.04
47.3,0.045
47.304,0.04
47.308,0.045
47.312,0.05
47.316,0.04
47.32,0.055
47.324,0.06
47.328,0.06
47.332,0.05
47.336,0.055
47.34,0.055
47.344,0.055
47.348,0.06
47.352,0.055
47.356,0.06
47.36,0.06
47.364,0.055
47.368,0.065
47.372,0.065
47.376,0.06
47.38,0.06
47.384,0.045
47.388,0.06
47.392,0.05
47.396,0.06
47.4,0.06
47.404,0.05
47.408,0.06
47.412,0.06
47.416,0.055
47.42,0.06
47.424,0.055
47.428,0.07
47.432,0.055
47.436,0.065
47.44,0.065
47.444,0.065
47.448,0.075
47.452,0.05
47.456,0.06
47.46,0.07
47.464,0.08
47.468,0.07
47.472,0.075
47.476,0.065
47.48,0.07
47.484,0.075
47.488,0.065
47.492,0.06
47.496,0.065
47.5,0.08
47.504,0.075
47.508,0.075
47.512,0.07
47.516,0.08
47.52,0.08
47.524,0.08
47.528,0.085
47.532,0.095
47.536,0.1
47.54,0.115
47.544,0.1
47.548,0.1
47.552,0.115
47.556,0.115
47.56,0.125
47.564,0.14
47.568,0.16
47.572,0.15
47.576,0.155
47.58,0.15
47.584,0.13
47.588,0.115
47.592,0.13
47.596,0.125
47.6,0.12
47.604,0.105
47.608,0.095
47.612,0.09
47.616,0.1
47.62,0.09
47.624,0.07
47.628,0.08
47.632,0.065
47.636,0.075
47.64,0.08
47.644,0.08
47.648,0.08
47.652,0.08
47.656,0.07
47.66,0.095
47.664,0.085
47.668,0.08
47.672,0.09
47.676,0.075
47.68,0.08
47.684,0.075
47.688,0.08
47.692,0.08
47.696,0.12
47.7,0.155
47.704,0.22
47.708,0.335
47.712,0.495
47.716,0.715
47.72,0.89
47.724,0.96
47.728,0.77
47.732,0.44
47.736,0.055
47.74,-0.27
47.744,-0.39
47.748,-0.375
47.752,-0.245
47.756,-0.15
47.76,-0.085
47.764,-0.035
47.768,0.02
47.772,0.05
47.776,0.05
47.78,0.07
47.784,0.07
47.788,0.06
47.792,0.075
47.796,0.065
47.8,0.08
47.804,0.08
47.808,0.09
47.812,0.08
47.816,0.1
47.82,0.095
47.824,0.095
47.828,0.1
47.832,0.1
47.836,0.115
47.84,0.1
47.844,0.105
47.848,0.12
47.852,0.11
47.856,0.12
47.86,0.12
47.864,0.125
47.868,0.125
47.872,0.135
47.876,0.14
47.88,0.15
47.884,0.15
47.888,0.15
47.892,0.16
47.896,0.155
47.9,0.18
47.904,0.165
47.908,0.185
47.912,0.18
47.916,0.2
47.92,0.19
47.924,0.21
47.928,0.205
47.932,0.215
47.936,0.22
47.94,0.215
47.944,0.21
47.948,0.235
47.952,0.245
47.956,0.245
47.96,0.255
47.964,0.24
47.968,0.235
47.972,0.24
47.976,0.255
47.98,0.245
47.984,0.24
47.988,0.24
47.992,0.235
47.996,0.215
48.0,0.215
48.004,0.205
48.008,0.185
48.012,0.18
48.016,0.15
48.02,0.14
48.024,0.135
48.028,0.115
48.032,0.08
48.036,0.08
48.04,0.055
48.044,0.06
48.048,0.035
48.052,0.02
48.056,0.015
48.06,0.005
48.064,-0.0
48.068,-0.0
48.072,-0.0
48.076,-0.0
48.08,-0.0
48.084,-0.0
48.088,-0.0
48.092,-0.0
48.096,-0.0
48.1,-0.0
48.104,-0.01
48.108,-0.0
48.112,-0.0
48.116,-0.0
48.12,-0.0
48.124,0.015
48.128,0.02
48.132,0.01
48.136,0.005
48.14,0.02
48.144,0.02
48.148,0.025
48.152,0.03
48.156,0.02
48.16,0.03
48.164,0.02
48.168,0.035
48.172,0.035
48.176,0.03
48.18,0.025
48.184,0.03
48.188,0.04
48.192,0.035
48.196,0.04
48.2,0.06
48.204,0.045
48.208,0.05
48.212,0.05
48.216,0.04
48.22,0.05
48.224,0.05
48.228,0.045
48.232,0.045
48.236,0.05
48.24,0.05
48.244,0.06
48.248,0.06
48.252,0.06
48.256,0.065
48.26,0.06
48.264,0.05
48.268,0.06
48.272,0.06
48.276,0.045
48.28,0.06
48.284,0.06
48.288,0.06
48.292,0.06
48.296,0.04
48.3,0.06
48.304,0.055
48.308,0.055
48.312,0.065
48.316,0.06
48.32,0.05
48.324,0.06
48.328,0.065
48.332,0.07
48.336,0.07
48.34,0.07
48.344,0.06
48.348,0.075
48.352,0.07
48.356,0.06
48.36,0.065
48.364,0.06
48.368,0.075
48.372,0.07
48.376,0.08
48.38,0.065
48.384,0.065
48.388,0.06
48.392,0.08
48.396,0.075
48.4,0.07
48.404,0.065
48.408,0.07
48.412,0.07
48.416,0.07
48.42,0.075
48.424,0.065
48.428,0.085
48.432,0.08
48.436,0.08
48.44,0.08
48.444,0.08
48.448,0.085
48.452,0.085
48.456,0.08
48.46,0.085
48.464,0.105
48.468,0.095
48.472,0.1
48.476,0.105
48.48,0.115
